"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"31/01/2024","31,650.0","32,350.0","32,350.0","31,450.0","4.23M","-1.40%"
"30/01/2024","32,100.0","32,300.0","32,300.0","31,800.0","2.86M","-0.16%"
"29/01/2024","32,150.0","31,600.0","32,450.0","31,600.0","7.55M","4.05%"
"26/01/2024","30,900.0","30,700.0","31,250.0","30,700.0","1.57M","0.65%"
"25/01/2024","30,700.0","31,000.0","31,100.0","30,700.0","1.16M","-0.65%"
"24/01/2024","30,900.0","31,000.0","31,200.0","30,900.0","1.49M","-0.48%"
"23/01/2024","31,050.0","31,350.0","31,400.0","31,000.0","1.90M","-0.48%"
"22/01/2024","31,200.0","31,500.0","31,500.0","31,100.0","1.35M","-0.48%"
"19/01/2024","31,350.0","31,400.0","31,600.0","31,250.0","1.69M","0.48%"
"18/01/2024","31,200.0","31,300.0","31,400.0","30,950.0","1.85M","-0.32%"
"17/01/2024","31,300.0","31,300.0","31,600.0","31,250.0","1.84M","0.16%"
"16/01/2024","31,250.0","31,050.0","31,250.0","30,850.0","1.94M","0.81%"
"15/01/2024","31,000.0","31,500.0","31,800.0","31,000.0","1.76M","-1.59%"
"12/01/2024","31,500.0","32,100.0","32,100.0","31,150.0","4.39M","-2.63%"
"11/01/2024","32,350.0","32,550.0","32,600.0","32,000.0","1.93M","0.15%"
"10/01/2024","32,300.0","32,600.0","32,950.0","32,250.0","2.86M","-0.92%"
"09/01/2024","32,600.0","32,300.0","32,950.0","31,900.0","4.57M","1.09%"
"08/01/2024","32,250.0","32,550.0","32,750.0","32,250.0","2.75M","-0.46%"
"05/01/2024","32,400.0","32,350.0","32,550.0","32,150.0","1.42M","0.15%"
"04/01/2024","32,350.0","32,750.0","33,150.0","32,350.0","5.28M","-0.46%"
"03/01/2024","32,500.0","32,500.0","32,600.0","32,250.0","1.70M","0.46%"
"02/01/2024","32,350.0","32,350.0","33,100.0","32,350.0","3.68M","-0.15%"
"29/12/2023","32,400.0","31,950.0","32,400.0","31,800.0","2.09M","1.73%"
"28/12/2023","31,850.0","32,300.0","32,300.0","31,800.0","3.23M","-1.39%"
"27/12/2023","32,300.0","32,500.0","32,500.0","32,200.0","2.43M","-0.46%"
"26/12/2023","32,450.0","31,800.0","32,450.0","31,800.0","2.69M","2.04%"
"25/12/2023","31,800.0","31,750.0","31,950.0","31,500.0","1.69M","0.63%"
"22/12/2023","31,600.0","31,400.0","31,700.0","31,250.0","994.60K","0.80%"
"21/12/2023","31,350.0","31,300.0","31,600.0","31,200.0","982.60K","0.00%"
"20/12/2023","31,350.0","31,400.0","31,500.0","31,300.0","896.20K","0.64%"
"19/12/2023","31,150.0","31,100.0","31,200.0","30,300.0","1.63M","0.81%"
"18/12/2023","30,900.0","31,500.0","31,800.0","30,900.0","2.41M","-1.90%"
"15/12/2023","31,500.0","31,900.0","32,200.0","31,500.0","2.12M","-1.25%"
"14/12/2023","31,900.0","32,600.0","32,650.0","31,650.0","2.48M","-1.85%"
"13/12/2023","32,500.0","32,900.0","33,300.0","32,000.0","2.70M","-1.22%"
"12/12/2023","32,900.0","32,450.0","33,100.0","32,450.0","2.41M","1.39%"
"11/12/2023","32,450.0","32,450.0","32,850.0","32,400.0","1.63M","0.31%"
"08/12/2023","32,350.0","32,500.0","33,000.0","32,150.0","2.02M","-0.61%"
"07/12/2023","32,550.0","33,500.0","33,500.0","32,100.0","4.43M","-2.25%"
"06/12/2023","33,300.0","33,400.0","33,400.0","32,850.0","2.77M","1.37%"
"05/12/2023","32,850.0","33,300.0","33,500.0","32,800.0","3.85M","-1.05%"
"04/12/2023","33,200.0","32,100.0","33,400.0","32,100.0","5.26M","3.75%"
"01/12/2023","32,000.0","32,000.0","32,400.0","31,700.0","2.77M","0.00%"
"30/11/2023","32,000.0","31,800.0","32,000.0","31,300.0","2.94M","1.43%"
"29/11/2023","31,550.0","31,450.0","31,550.0","31,200.0","2.26M","1.12%"
"28/11/2023","31,200.0","31,050.0","31,300.0","30,600.0","2.22M","0.00%"
"27/11/2023","31,200.0","31,800.0","32,100.0","31,150.0","1.27M","-2.19%"
"24/11/2023","31,900.0","31,300.0","31,900.0","30,500.0","3.55M","2.08%"
"23/11/2023","31,250.0","32,600.0","32,850.0","31,250.0","4.40M","-3.70%"
"22/11/2023","32,450.0","32,050.0","32,900.0","32,050.0","5.16M","1.41%"
"21/11/2023","32,000.0","31,550.0","32,000.0","31,300.0","3.70M","2.73%"
"20/11/2023","31,150.0","30,500.0","31,350.0","30,500.0","2.67M","0.32%"
"17/11/2023","31,050.0","32,000.0","32,200.0","30,500.0","4.73M","-2.82%"
"16/11/2023","31,950.0","31,300.0","32,150.0","30,900.0","4.28M","2.73%"
"15/11/2023","31,100.0","31,900.0","32,000.0","30,950.0","3.22M","-0.48%"
